machine_code,day,time,pressure_2
170,20240614,0,1.968000054359436
170,20240614,1,1.940999984741211
170,20240614,2,1.940999984741211
170,20240614,3,1.940999984741211
170,20240614,4,1.940999984741211
170,20240614,5,1.9320000410079956
170,20240614,6,1.9320000410079956
170,20240614,7,1.9320000410079956
170,20240614,8,1.9320000410079956
170,20240614,9,1.9320000410079956
170,20240614,10,1.9320000410079956
170,20240614,11,1.9320000410079956
170,20240614,12,1.9299999475479126
170,20240614,13,1.9299999475479126
170,20240614,14,1.9299999475479126
170,20240614,15,1.9299999475479126
170,20240614,16,1.9320000410079956
170,20240614,17,1.9320000410079956
170,20240614,18,1.9320000410079956
170,20240614,19,1.9320000410079956
170,20240614,20,1.9390000104904175
170,20240614,21,1.9390000104904175
170,20240614,22,1.9390000104904175
170,20240614,23,1.9450000524520874
170,20240614,24,1.9450000524520874
170,20240614,25,1.9450000524520874
170,20240614,26,1.9450000524520874
170,20240614,27,1.9479999542236328
170,20240614,28,1.9479999542236328
170,20240614,29,1.9479999542236328
170,20240614,30,1.9479999542236328
170,20240614,31,1.9479999542236328
170,20240614,32,1.9479999542236328
170,20240614,33,1.9479999542236328
170,20240614,34,1.9550000429153442
170,20240614,35,1.9550000429153442
170,20240614,36,1.9550000429153442
170,20240614,37,1.9550000429153442
170,20240614,38,1.9589999914169312
170,20240614,39,1.9589999914169312
170,20240614,40,1.9589999914169312
170,20240614,41,1.9589999914169312
170,20240614,42,1.9589999914169312
170,20240614,43,1.9589999914169312
170,20240614,44,1.9589999914169312
170,20240614,45,1.965999960899353
170,20240614,46,1.965999960899353
170,20240614,47,1.965999960899353
170,20240614,48,1.965999960899353
170,20240614,49,1.975000023841858
170,20240614,50,1.975000023841858
170,20240614,51,1.975000023841858
170,20240614,52,1.975000023841858
170,20240614,53,1.9900000095367432
170,20240614,54,1.9900000095367432
170,20240614,55,1.9900000095367432
170,20240614,56,1.9900000095367432
170,20240614,57,1.9900000095367432
170,20240614,58,1.9900000095367432
170,20240614,59,1.9900000095367432
170,20240614,100,2.006999969482422
170,20240614,101,2.006999969482422
170,20240614,102,2.006999969482422
170,20240614,103,2.006999969482422
170,20240614,104,2.013000011444092
170,20240614,105,2.013000011444092
170,20240614,106,2.013000011444092
170,20240614,107,2.013000011444092
170,20240614,108,2.013000011444092
170,20240614,109,2.013000011444092
170,20240614,110,2.013000011444092
170,20240614,111,2.0199999809265137
170,20240614,112,2.0199999809265137
170,20240614,113,2.0199999809265137
170,20240614,114,2.0199999809265137
170,20240614,115,2.0239999294281006
170,20240614,116,2.0239999294281006
170,20240614,117,2.0239999294281006
170,20240614,118,2.0239999294281006
170,20240614,119,2.015000104904175
170,20240614,120,2.015000104904175
170,20240614,121,2.015000104904175
170,20240614,122,2.015000104904175
170,20240614,123,2.015000104904175
170,20240614,124,2.015000104904175
170,20240614,125,2.015000104904175
170,20240614,126,2.015000104904175
170,20240614,127,2.0220000743865967
170,20240614,128,2.0220000743865967
170,20240614,129,2.0220000743865967
170,20240614,130,2.0450000762939453
170,20240614,131,2.0450000762939453
170,20240614,132,2.0450000762939453
170,20240614,133,2.0450000762939453
170,20240614,134,2.058000087738037
170,20240614,135,2.058000087738037
170,20240614,136,2.058000087738037
170,20240614,137,2.058000087738037
170,20240614,138,2.058000087738037
170,20240614,139,2.058000087738037
